user_subscription_id,user_id,service_id,plan_name,is_active,plan_price,created_at,due_date
26829,03b16887-a73d-4c3f-a9f3-42ac5276c59c,87.0,Basic Plan,1,499.0,2021-11-02 08:58:16.718090+00:00,2022-01-02
33024,a92f87b9-313b-405f-b7ac-64d7a76f9ae6,128.0,Gold Plan - Annually,1,3000.0,2021-11-08 12:31:00.768457+00:00,2022-11-08
9358,42b30451-45fd-4fd1-a6a3-aff8db2c927b,791.0,Basic - 100 Gb,1,130.0,2021-10-06 06:38:29.660955+00:00,2021-12-25
9942,74f5d2d3-de8d-44e0-8abf-754670982a32,8.0,12 Month Plan,1,999.0,2021-10-08 02:46:30.831455+00:00,2022-08-06
43530,f6d43f11-e9be-41c8-a28e-8a6d5caf0b03,185.0,Stadia Pro,0,9.99,2021-11-20 00:01:17.547562+00:00,2021-08-16
84108,46a154d6-924b-47f2-86b1-e58bb199cc2c,8.0,12 Month Plan,0,999.0,2021-11-28 17:48:41.396698+00:00,2021-11-28
20451,b7a2462c-a6f4-4e56-af46-3417974d56f5,151.0,Quarterly Plan,1,200.0,2021-10-27 14:04:07.904348+00:00,2022-01-16
4188,02c25bc5-fee9-4217-b985-67bfeec8e262,107.0,Binge Plan,0,329.0,2021-09-13 09:27:40.995195+00:00,2021-09-26
65122,b3046cba-3a75-4088-8bd6-30e55fe30c83,87.0,Basic Plan,0,499.0,2021-11-24 03:53:05.460901+00:00,2021-11-23
54337,29cef2c9-15aa-4e9e-b3bb-88a492daa27e,321.0,6000 Credits,1,225.0,2021-11-23 15:36:23.007296+00:00,2022-07-16
58994,03c2e503-be8d-4bc7-8400-0d17107c56aa,107.0,Binge Plan,1,749.0,2021-11-23 16:18:04.451790+00:00,2022-02-23
96060,ebb87f64-2275-4b03-b3c4-4f1b100bb3b4,87.0,Basic Plan,1,499.0,2021-12-06 18:14:40.202614+00:00,2022-01-06
96796,9b5ab606-10dd-4350-99c5-faefc12a76a2,1383.0,Veg,0,4500.0,2021-12-07 06:37:56.828958+00:00,2021-04-08
94181,62950eff-a702-4c9d-930c-f8b33688a7f9,46.0,3 - Month Plan,1,149.0,2021-12-05 16:24:30.603445+00:00,2022-03-05
74562,a9ceee78-d15d-4ffb-ae4c-89d8164fade9,87.0,Basic Plan,1,499.0,2021-11-25 10:55:02.469436+00:00,2021-12-25
35988,62a90f9e-4d35-4ea6-bb97-b6c95d341ee6,29.0,Vip Plan,1,399.0,2021-11-13 15:23:36.013363+00:00,2022-11-13
14101,4ce681b8-1ca3-4c0d-abf6-50ae4a999ae1,910.0,Standard - Annually,0,99.0,2021-10-18 19:55:03.644658+00:00,2021-10-10
45857,1686724a-962e-4c21-88a2-8b1e8e2fd542,87.0,Basic Plan,1,499.0,2021-11-21 14:29:30.502883+00:00,2021-12-21
48173,06919f6b-287c-419f-ba35-ca4daf86a595,150.0,12 Months Plan,1,999.0,2021-11-23 11:09:21.761751+00:00,2022-11-23
36466,71a7f0b3-c6b7-4fcd-9ce8-eeb37cf1e10c,824.0,Annually,0,399.0,2021-11-14 02:35:37.229808+00:00,1970-01-01
92868,4e03dbcb-d916-4ba9-80f3-0426f5c7efa6,8.0,12 Month Plan,1,999.0,2021-12-05 01:07:45.817002+00:00,2022-12-05
68056,a035029a-3c2c-4b72-b2c6-79e8aa11648d,29.0,Vip Plan,1,399.0,2021-11-24 10:47:21.258108+00:00,2022-11-24
73641,4b44f63e-7fe6-4527-b861-cd5a8c7e5e99,8.0,12 Month Plan,1,999.0,2021-11-25 08:26:43.000033+00:00,2022-11-25
52114,5a56e721-9a19-425d-bb1f-32d4ce261be2,102.0,Individual Plan,1,1189.0,2021-11-23 15:19:17.632097+00:00,2022-11-23
42648,e005511c-62cc-4db0-b95d-d24ec63a05ef,548.0,Career,0,1400.0,2021-11-19 07:46:19.502312+00:00,2021-10-30
13591,f8c0e75d-d5af-4536-92bb-6fe6a52816d7,19.0,Half Annually,0,2999.0,2021-10-17 18:34:42.956778+00:00,2021-10-11
41552,2f0406f1-f3b5-41f3-b7b2-0eb78f7dea9c,8.0,12 Month Plan,1,999.0,2021-11-18 10:45:09.042048+00:00,2022-11-15
53238,170e251c-833c-4fd2-bd8b-f794e493eb7c,8.0,3 Months Plan,1,387.0,2021-11-23 15:26:17.312934+00:00,2022-02-23
96543,ffa26578-3d0f-43fa-b810-3bb3ceb0491d,102.0,Individual Plan,1,1189.0,2021-12-07 03:22:29.797111+00:00,2022-12-07
92939,b3a5c6f2-dbe5-400d-959c-bcc44c38ed8c,25018.0,Classic Flavor | 7 days,0,105.0,2021-12-05 03:16:11.537248+00:00,2021-12-05
54131,141667b8-4b2d-4445-b7e8-2d899c21a047,87.0,Basic Plan,0,499.0,2021-11-23 15:35:02.700245+00:00,2021-11-22
42742,7c0ece0b-d5b9-49f2-831a-e0f3f13e4dd1,142.0,Annually Plan,1,999.0,2021-11-19 09:33:59.138170+00:00,2022-11-19
14836,49943c9c-6fac-4a11-9324-8565301dd4f5,202.0,Care Plan - Quarterly,0,149.0,2021-10-20 08:10:43.682688+00:00,2021-10-25
90097,f0a65072-526b-4935-807e-b77ea641c52e,69.0,12 Months Android Plan,1,399.0,2021-12-03 01:01:16.899126+00:00,2022-12-03
31840,c709c019-052e-4efe-8758-63047f87b47b,8.0,12 Month Plan,1,999.0,2021-11-07 06:01:32.673738+00:00,2022-11-07
10035,486b21a2-3843-465b-a165-94725e6e1215,548.0,Business,1,1900.0,2021-10-08 04:25:11.731050+00:00,2021-12-29
29149,44c914ca-79a0-443a-8ff3-e8730f041fce,102.0,Individual Plan,1,1189.0,2021-11-04 11:26:14.787568+00:00,2022-11-04
31943,e768c352-8c31-44b1-9758-e1e671d1e534,100.0,Platinum Plus,0,14990.0,2021-11-07 09:16:18.195278+00:00,2021-06-18
36389,34242b03-38d5-4195-85e2-fea9ecb44cf5,142.0,Annually Plan,1,999.0,2021-11-13 21:34:25.967716+00:00,2022-11-13
20656,c358ec99-f13d-406b-b760-4f52d82841ac,87.0,Mobile Plan,0,199.0,2021-10-27 16:59:35.512656+00:00,2020-10-22
75978,bbd257f5-781d-4941-8272-c8fe07c79aec,101.0,Liv Premium,1,699.0,2021-11-25 14:33:34.361641+00:00,2022-05-21
32939,1ce9332e-ce85-4b75-9131-c202f6387dcb,8.0,12 Month Plan,0,999.0,2021-11-08 09:53:08.265131+00:00,2020-09-24
34467,af22bf01-0e6d-4e95-9092-132c0e77963c,29.0,Mobile Plan,1,499.0,2021-11-10 17:41:16.621120+00:00,2022-11-10
82299,2e6f9aeb-0126-42fd-8f57-c79bd6bd9d79,29.0,Vip Plan,1,399.0,2021-11-27 15:43:38.115819+00:00,2022-11-27
85128,63d53e64-8041-46c5-8a9a-c37070f02df9,29.0,Vip Plan,1,399.0,2021-11-29 12:13:29.306723+00:00,2022-11-29
64895,9b54d5db-3c4c-4303-8447-c31bb76c90ae,121.0,App Subscription: Basic,1,6000.0,2021-11-24 03:31:19.771227+00:00,2022-11-24
50849,df8b5acf-4c94-479d-8226-f12a208f9bf2,29.0,Vip Plan,1,399.0,2021-11-23 14:19:31.726855+00:00,2022-11-23
33052,148755e0-16f8-4eef-8ad7-b73f6e45b6d0,19.0,Half Annually,0,2999.0,2021-11-08 14:04:40.761000+00:00,2021-11-07
87690,0b38a12b-c4eb-4fc0-965b-1ca11fd308bb,768.0,3 Months Plan,1,399.0,2021-12-01 15:08:54.235439+00:00,2022-03-01
31365,8707f235-657e-422f-a0fa-cd2255fc1cf3,222.0,12 Months Plan,0,3588.0,2021-11-06 15:12:29.941633+00:00,1970-01-01
58637,a0f5da63-6dcc-45c9-a133-3f6017b718de,87.0,Mobile Plan,1,199.0,2021-11-23 16:13:19.167016+00:00,2021-12-23
39680,97bed201-5a5f-4a25-80fd-0b0b8a284456,7.0,6 Months Plan,1,199.0,2021-11-16 20:00:58.455427+00:00,2022-05-16
17246,e7fb1342-f5c8-4b4f-9dd7-e6846d34ab91,222.0,12 Months Plan,1,3588.0,2021-10-24 05:39:19.654073+00:00,2022-10-24
87684,cf905089-f50d-413e-8224-153d08b9606e,25023.0,Dried Cranberries | 150g,0,210.0,2021-12-01 15:03:22.565469+00:00,2021-12-01
64639,8d040941-aced-4f84-9514-c513a997cd3f,29.0,Vip Plan,1,399.0,2021-11-24 02:52:26.995573+00:00,2022-11-24
42596,3b1988eb-5582-4698-8cf1-6951f26cf64f,29.0,Mobile Plan,1,499.0,2021-11-19 07:00:01.898443+00:00,2022-10-29
40337,37699a05-92e1-4dd0-87a3-0eafa46ebf6c,151.0,Individual,0,200.0,2021-11-17 14:18:24.742136+00:00,2019-12-04
16447,e632e83f-27fa-4489-a2c1-fa3ce8c98ae2,8.0,12 Month Plan,1,999.0,2021-10-22 17:12:26.139590+00:00,2022-10-22
63114,a318d7c3-4f7c-4437-a0f1-b02311f3e239,158.0,Annually Plan,0,499.0,2021-11-23 18:31:58.424467+00:00,2020-06-11
59697,caba3e87-0ac2-4d54-8b18-8d2671c2ee22,8.0,Annual Plan,1,1499.0,2021-11-23 16:29:43.165779+00:00,2022-11-22
64741,30891f42-c2f7-472c-a905-c28313bca9b8,8.0,12 Month Plan,1,999.0,2021-11-24 03:07:25.468350+00:00,2022-11-13
29922,ab03e7b1-5b27-4343-9edc-1bb53bad66f6,29.0,Vip Plan,1,399.0,2021-11-05 06:48:04.771871+00:00,2022-11-05
30343,a9477dae-4293-4052-961a-9eac80538de2,8.0,12 Month Plan,0,999.0,2021-11-05 12:47:58.217496+00:00,2021-11-04
69007,086197fb-f1a4-40dd-b276-69b4db96ce3a,29.0,Vip Plan,1,399.0,2021-11-24 14:28:37.173101+00:00,2022-11-24
90287,c07cd4f7-9634-4fc4-b2e7-f71230345c62,151.0,Annually Plan,0,750.0,2021-12-03 04:53:22.510414+00:00,2021-12-03
79387,10d54f1f-5062-4ae6-85cc-a2641c8077d4,8.0,12 Month Plan,1,999.0,2021-11-26 11:13:02.793946+00:00,2022-11-26
63263,a8a7b0dc-116c-4c0c-a4f0-144f1e7b7420,321.0,6000 Credits,1,225.0,2021-11-23 18:50:20.068691+00:00,2022-07-07
30718,287a0084-306e-487c-8846-fc6b8401ad24,349.0,Standard Monthly,0,899.0,2021-11-05 20:46:53.900302+00:00,2021-09-05
91505,3b886acf-8fcc-4423-8b15-f5ac1d1f4ffe,87.0,Premium Plan,0,799.0,2021-12-04 05:35:52.883794+00:00,2021-07-09
32590,3a7f3d2b-9416-4244-93a9-26d8be9b780d,87.0,Mobile Plan,1,199.0,2021-11-08 01:54:21.651125+00:00,2022-01-01
73621,0acc7166-7741-40da-a06d-d038068477ce,784.0,4 Months Plan,0,153.0,2021-11-25 08:23:24.429557+00:00,2021-11-24
88261,662620fa-d01e-4b1d-91e2-844dc8abb602,8.0,12 Month Plan,1,999.0,2021-12-02 06:18:24.082876+00:00,2022-12-02
3204,7d777daf-4682-42b0-84d8-8403c0956686,29.0,Vip Plan,1,399.0,2021-09-07 19:08:17.506830+00:00,2022-09-07
92082,eed35a83-6f15-4ccf-8cdf-7ec01d43d2fc,29.0,Vip Plan,1,399.0,2021-12-04 11:58:19.897473+00:00,2022-12-04
26983,c69d44d8-a587-443f-8a0f-ed5bdbfd1b39,102.0,Individual Plan,1,1189.0,2021-11-02 14:26:20.494595+00:00,2022-11-02
58688,cc874b44-d188-4c94-8acf-02665dd09d69,8.0,12 Month Plan,1,999.0,2021-11-23 16:13:58.064451+00:00,2022-11-23
39976,4b598bc9-030e-46a9-b838-b9a4db13642a,150.0,12 Months Plan,1,999.0,2021-11-17 05:43:45.258038+00:00,2022-11-17
72428,9db62a83-ca19-4e50-ae19-929c2924aea9,548.0,Business,0,1900.0,2021-11-25 06:09:48.596535+00:00,2021-11-01
52174,98e7a75d-b4d4-45ab-aa55-1eb9140e2c3a,29.0,Vip Plan,1,399.0,2021-11-23 15:19:36.512067+00:00,2022-11-23
65105,ed02de3a-32bc-4cf7-af00-91b645a90b2a,8.0,12 Month Plan,1,999.0,2021-11-24 03:51:40.171805+00:00,2022-11-24
22022,e881604c-5f04-4828-9ebb-323651871503,87.0,Premium Plan,1,799.0,2021-10-28 17:07:21.287073+00:00,2021-12-28
39891,dcbb38c0-aeb4-48e2-a887-c4e8049f802d,101.0,Wwe Network Plan,0,299.0,2021-11-17 03:15:16.708399+00:00,2021-11-17
44512,c17a7d40-3944-4201-8653-394b11f201cb,29.0,Vip Plan,0,399.0,2021-11-21 13:05:06.365084+00:00,2021-11-20
45110,015b692c-4386-4bbe-baff-09d2efd790c7,102.0,Individual Plan,1,1189.0,2021-11-21 13:36:30.883750+00:00,2022-11-21
91445,287c2a23-5b6b-4ac4-b64c-36d6bf0e56ac,7.0,12 Months Plan,1,300.0,2021-12-04 05:15:14.264072+00:00,2022-12-04
66058,4acfb05c-af3a-4e82-8aef-82f00c111c7d,8.0,12 Month Plan,1,999.0,2021-11-24 05:29:39.207449+00:00,2022-11-24
67336,ed048895-b0fb-4446-a747-3e46c3c1d222,135.0,Class 6 To 12 Plus Subscription,1,65000.0,2021-11-24 08:34:55.556755+00:00,2028-11-24
55480,5d6ec523-b3a3-4683-9cfc-5ca27a39c13a,29.0,Vip Plan,1,399.0,2021-11-23 15:44:57.367322+00:00,2022-11-23
70885,a9ed71a2-a399-476a-8488-ca9502f71efe,8.0,12 Month Plan,1,999.0,2021-11-25 05:07:25.945745+00:00,2022-11-05
88288,36935547-31dc-4c4e-aaa5-54bfe0abb8ad,8.0,12 Month Plan,1,999.0,2021-12-02 06:26:18.804347+00:00,2022-12-02
43863,b35dde54-d714-4627-8792-ed946fdeea3a,29.0,Vip Plan,1,399.0,2021-11-20 14:22:00.630096+00:00,2022-11-20
87831,f8afae2e-8750-4e3b-8c44-5993139b1799,7.0,12 Months Plan,1,300.0,2021-12-01 17:29:12.429289+00:00,2022-12-01
25097,b22e0bda-c376-4ace-9188-ccfaddeb6b40,8.0,12 Month Plan,1,999.0,2021-10-31 09:55:37.429454+00:00,2022-05-19
87307,1fa02922-cb93-452c-ad6a-71c8e2f8581b,768.0,Youtube Premium - Family,1,189.0,2021-12-01 09:35:07.997138+00:00,2021-12-29
35047,db795243-0855-427b-8d8e-cef495824e12,247.0,Pro,0,0.0,2021-11-11 16:19:41.816526+00:00,2021-11-23
43105,2c9b3acd-a481-4805-923e-2aaf2cd53b7e,107.0,Binge Plan,1,749.0,2021-11-19 14:52:48.586501+00:00,2022-02-19
43865,87085dab-be54-4e00-972d-f8af4f5d0768,87.0,Standard Plan,1,649.0,2021-11-20 14:22:05.231071+00:00,2021-12-20
19810,fec35257-2da0-4f13-b5df-03217ffc8c4b,151.0,Annually Plan,1,750.0,2021-10-26 17:47:27.259886+00:00,2022-10-26
39837,6504451c-c0e9-4f3b-90b7-a26d0d92c053,1209.0,Prolific,1,50.0,2021-11-17 02:21:04.009364+00:00,2021-12-17
73103,7e13543a-315e-4344-8ad6-33357cf77d81,768.0,3 Months Plan,0,399.0,2021-11-25 07:16:15.327324+00:00,2021-11-30
25061,6549d3b8-ef9e-487e-8df3-f903241160fd,768.0,3 Months Plan,0,399.0,2021-10-31 09:22:01.527216+00:00,2021-10-31
24243,411de1c0-7b08-4c8d-b3fe-b934447bccdd,29.0,Vip Plan,1,399.0,2021-10-30 17:08:40.290300+00:00,2022-10-30
46794,0634b548-a019-46b5-a9e6-323c6413d88f,771.0,1 Month Plan,1,99.0,2021-11-22 07:54:44.792673+00:00,2021-12-27
25580,32fe5bb5-a3c4-4a6a-9460-a772f743f93b,46.0,Gaana Plus,1,549.0,2021-10-31 20:14:29.657577+00:00,2023-01-31
5621,df54c8d2-d964-4aa3-bb00-e23127106a89,29.0,Premium Plan,0,1499.0,2021-09-16 17:31:00.630575+00:00,2021-09-18
91915,46b8647b-8aa7-42c1-9fcf-125ae2e4669e,142.0,Annually Plan,1,999.0,2021-12-04 11:14:39.439008+00:00,2022-12-04
9397,dfd3d6a7-9daa-4b00-94ad-cac4804bd019,1077.0,Subscription Plan,1,2999.0,2021-10-06 08:34:36.383015+00:00,2022-07-02
70193,c8fd6e6a-4c6c-49bc-9afb-cc78be7b4df7,46.0,Gaana Plus,1,549.0,2021-11-25 03:48:49.545954+00:00,2023-02-25
69266,bcfe7642-cee9-4252-9e46-f78b30a696d3,102.0,Student,1,66.0,2021-11-24 15:23:39.274937+00:00,2021-12-30
47950,75f0645e-d4ab-4d12-9d7c-f80a9ef270c0,101.0,Wwe Network Plan,1,299.0,2021-11-23 10:12:48.862307+00:00,2022-11-23
4885,bb77ce33-83e6-4cf6-92ad-4cfdf72eac16,87.0,Standard Plan,0,649.0,2021-09-16 04:29:36.244854+00:00,2021-01-27
64427,44dfa403-7ddb-49ff-ab5c-bf7335959ce6,8.0,12 Month Plan,1,999.0,2021-11-24 02:09:12.331312+00:00,2022-11-24
19145,9ba0f71a-e298-49ff-965d-6e8a65e8ed38,57.0,Annually Plan,0,599.0,2021-10-26 05:53:03.030184+00:00,2021-01-11
81691,f31553ec-a00a-41b5-a875-ec927589369e,150.0,12 Months Plan,0,999.0,2021-11-27 12:06:35.433755+00:00,2021-11-27
59803,74d467c3-b3e3-4940-ba40-367f0bd68442,8.0,12 Month Plan,1,999.0,2021-11-23 16:31:26.132460+00:00,2022-11-23
7292,05f2f486-3b99-46d6-aef5-19bd3ce43316,87.0,Basic Plan,0,499.0,2021-09-23 16:34:02.194550+00:00,2020-04-24
80558,e5f79d63-0542-4e4e-9cac-2cc57f1ee976,768.0,3 Months Plan,1,399.0,2021-11-26 19:11:54.025816+00:00,2022-02-26
81768,85b1dcfe-770c-45eb-a17e-99872a5103cc,8.0,12 Month Plan,0,999.0,2021-11-27 12:29:51.791784+00:00,2021-11-27
75537,95edba03-4ec8-4b67-aa6b-7fe9d61af7c6,150.0,12 Months Plan,1,999.0,2021-11-25 13:26:57.887003+00:00,2022-11-25
41229,37fe54ca-30b4-491a-8c0d-e203861eaaaa,789.0,Smoothscroll Mac,0,19.95,2021-11-18 06:40:01.012454+00:00,2021-01-26
80330,910c418b-e9b1-418e-8829-6a194b015f8c,101.0,Wwe Network Plan,1,299.0,2021-11-26 16:46:29.373004+00:00,2022-11-26
77768,f02bbe2a-c8fb-4cbd-85d4-61a78426987f,146.0,Annually Plan,1,399.0,2021-11-26 02:55:30.309848+00:00,2022-11-26
80166,0534a3c8-153c-4250-b4c2-ce11c215ebc3,150.0,12 Months Plan,1,999.0,2021-11-26 15:42:03.902458+00:00,2022-11-26
80498,2c32e7ae-3a08-42b1-a96a-9ac6386a370b,101.0,Wwe Network Plan,1,299.0,2021-11-26 18:42:28.254296+00:00,2022-11-26
80704,c721e6eb-40a5-4c74-9611-be57e252804a,29.0,Premium Plan,1,299.0,2021-11-27 02:26:24.132419+00:00,2021-12-27
7118,1581a552-4479-473d-9392-4a8d35855379,107.0,Binge Plan,1,749.0,2021-09-21 16:49:13.404544+00:00,2021-12-21
15703,711d8f43-62fc-49ff-9fe3-a90fc04b31cc,548.0,Business,1,1900.0,2021-10-21 16:14:35.597050+00:00,2021-12-21
74492,b487d112-c196-4f46-bbe9-0c3b4a7045bf,220.0,Annually,0,716.0,2021-11-25 10:47:38.394222+00:00,2021-11-24
4692,8d4c5416-9f2e-4eae-a907-49fb7a812dde,791.0,Basic - 100 Gb,1,1300.0,2021-09-16 03:11:16.017577+00:00,2022-06-27
92347,558b46ba-2202-4d18-88d6-6869c78b135f,87.0,Standard Plan,1,649.0,2021-12-04 14:07:21.147387+00:00,2022-01-04
63801,615cf54e-2f9e-4a36-86dc-48a169112542,146.0,Monthly App Subscription,0,49.0,2021-11-23 21:39:49.716507+00:00,2021-09-23
27342,de21b88c-efbf-4ddb-b56e-8838996ba7a5,135.0,Class 6 To 12 Plus Subscription,1,65000.0,2021-11-03 03:04:46.896725+00:00,2028-11-03
59872,f69bc07d-dace-46e4-aec2-a1fcbc52e809,8.0,12 Month Plan,1,999.0,2021-11-23 16:32:06.875949+00:00,2022-11-23
1185,b9f0d679-f3fe-4616-93c6-5418f1e6ac90,151.0,Quarterly Plan,0,200.0,2021-08-13 13:46:20.320173+00:00,2021-07-07
34815,d3b30910-8141-4451-99fb-163963c7367a,29.0,Mobile Plan,1,499.0,2021-11-11 10:31:30.425494+00:00,2022-09-19
42664,d8098c56-53fc-4f7f-b98c-4ad00b7fb5a7,151.0,Individual,0,200.0,2021-11-19 07:49:04.949031+00:00,2020-09-20
1252,fa28247d-7f3e-4c8a-bff9-0ea8f06b4e52,728.0,Pro - Annual,0,15600.0,2021-08-16 08:26:17.772608+00:00,2021-09-12
76577,47c7ac0a-f298-4467-8ec7-cbdf7cbcf01a,87.0,Mobile Plan,1,199.0,2021-11-25 16:25:10.597852+00:00,2021-12-25
4549,4d9614a1-fca5-4321-a54b-d44cf6f3d648,840.0,Plus Membership,1,999.0,2021-09-16 02:45:46.207496+00:00,2022-03-16
22210,62b45885-99c6-4808-b0de-1d3ab84bf9c2,146.0,Annually Plan,1,399.0,2021-10-29 00:09:46.254358+00:00,2022-10-29
65900,52d0d3cd-cb38-408e-9260-31ed389a5cd3,87.0,Basic Plan,1,499.0,2021-11-24 05:15:01.670630+00:00,2021-12-24
93151,1129ace1-2bb8-42cc-992d-7c5317483557,87.0,Basic Plan,1,499.0,2021-12-05 05:52:57.156083+00:00,2022-01-05
48504,4da0f085-3f9c-4ffe-82e0-012680f0eb7c,29.0,Vip Plan,0,399.0,2021-11-23 12:08:46.694974+00:00,2021-11-23
31306,99fb8a04-82d3-4b3a-90e6-c05ee6d7c269,29.0,Vip Plan,1,399.0,2021-11-06 12:49:28.180367+00:00,2022-11-06
34262,a33122e4-a239-46f9-ba06-30cbb0c95e60,151.0,Annually Plan,1,750.0,2021-11-10 11:56:14.920175+00:00,2022-11-10
51696,4394a139-b947-416b-b9e1-859fefc083d3,142.0,Annually Plan,1,999.0,2021-11-23 15:10:00.960125+00:00,2022-11-23
10508,9b75265b-5b85-4b32-8efc-9cf1517f5df3,379.0,Crunchbase Starter,0,29.0,2021-10-08 16:13:34.630842+00:00,2021-05-05
29396,d8748bed-5f3e-4453-8dec-278a4a9060d3,87.0,Basic Plan,1,499.0,2021-11-04 15:15:00.850561+00:00,2022-01-04
10161,f79c3eb2-19b7-4cf0-b406-b55908d07103,1090.0,Monthly Subscription,0,270.0,2021-10-08 05:20:48.202032+00:00,2019-07-18
84095,7b3f0b39-83f6-42bf-b832-88a20d7d7363,25007.0,Assorted Flavours - Pack of 3,0,299.0,2021-11-28 17:44:37.214971+00:00,2021-11-28
10004,89aa7a9d-e68f-4436-a62d-6e8d8056680e,150.0,12 Months Plan,1,999.0,2021-10-08 04:16:44.386580+00:00,2022-10-08
93629,7a3b8e91-a995-43e9-8819-f6c658e0cdc9,146.0,Wynk Premium + 5Gb Data,1,149.0,2021-12-05 11:13:39.052658+00:00,2022-01-05
6601,6735056b-70db-4376-b21c-38ea2f2b7fc4,1077.0,Subscription Plan,1,1199.0,2021-09-19 15:31:35.225656+00:00,2022-01-25
81003,5f942fcb-6ee8-4afa-9088-1d53e96c2fda,8.0,12 Month Plan,0,999.0,2021-11-27 05:16:41.632214+00:00,1970-01-01
58713,82555f1c-6456-4f47-8229-ce39dfda765f,8.0,12 Month Plan,1,999.0,2021-11-23 16:14:11.689512+00:00,2022-11-23
56195,36bfe845-778f-44eb-95f8-99e4d6de2e4d,151.0,Annually Plan,1,750.0,2021-11-23 15:50:57.031383+00:00,2022-11-23
59579,6b024397-32e9-448f-b2cf-d8a55f2e0d8e,8.0,12 Month Plan,1,999.0,2021-11-23 16:27:37.636338+00:00,2022-11-23
68367,8b06a3f8-8e5b-4651-b3b0-6d04080a23d0,8.0,12 Month Plan,1,999.0,2021-11-24 12:10:29.241265+00:00,2022-11-24
87865,0895f28d-750e-4f35-93d8-7deb936d5ac8,8.0,12 Month Plan,1,999.0,2021-12-01 18:05:19.170392+00:00,2022-12-01
47106,680b7ead-f5de-4461-af86-85e8dcd51d99,8.0,12 Month Plan,1,999.0,2021-11-22 15:27:42.707933+00:00,2022-11-22
23203,d5826ad3-cd35-4a0f-b14a-419daa861949,46.0,Gaana Plus,1,549.0,2021-10-29 18:27:46.762800+00:00,2023-01-29
61192,e95ab79f-cede-46f8-9e34-6bc104fb3f90,8.0,12 Month Plan,1,999.0,2021-11-23 16:57:25.104805+00:00,2022-11-23
91209,22574a77-133e-420d-9158-be750f8e9d56,150.0,12 Months Plan,1,999.0,2021-12-03 18:32:24.213087+00:00,2022-12-03
38310,fb9fcfef-1636-4082-a4a2-25041107cbf2,151.0,Individual,0,200.0,2021-11-15 14:11:58.028706+00:00,2021-10-03
18727,1730350c-c8b7-41ca-b75a-f791bbadf4d4,150.0,12 Months Plan,1,999.0,2021-10-25 21:43:14.124136+00:00,2022-10-25
3249,9c8a9af0-359e-45a3-9296-f461227b24db,209.0,Standard,1,799.0,2021-09-07 19:24:26.160058+00:00,2022-02-14
42065,0db70d61-ae0e-4479-a7d2-b34b1b2c697d,768.0,3 Months Plan,1,399.0,2021-11-18 17:04:39.993545+00:00,2022-02-18
90560,f5ccc914-dcc1-4227-bc8d-e86b557d907e,7.0,3 Months Plan,1,100.0,2021-12-03 07:53:17.349136+00:00,2022-03-03
66597,6f7fd39f-95d5-4d82-8ce5-47fc69664749,87.0,Basic Plan,0,499.0,2021-11-24 06:30:22.348744+00:00,2021-11-23
85890,1b93bbc5-ab8c-4848-b32d-121065a356f3,8.0,12 Month Plan,1,999.0,2021-11-30 06:53:30.668113+00:00,2022-11-30
67462,c1c8499b-9ad7-4b95-966a-eb1bfc68dd58,87.0,Basic Plan,1,499.0,2021-11-24 08:57:56.169384+00:00,2021-12-24
7075,55c99b50-3b4b-46c7-b3f9-feac46cac046,29.0,Premium Plan,1,1499.0,2021-09-21 14:25:11.336194+00:00,2022-04-16
17266,3bfd0dfe-e05f-448e-85fb-0fe7879f62be,102.0,Individual Plan,0,719.0,2021-10-24 05:43:33.426505+00:00,2020-06-14
12058,14ae885f-057d-4462-8bcf-16b49de19e7f,816.0,Premium Membership,1,999.0,2021-10-14 12:16:04.626939+00:00,2022-02-01
12683,f7bb5fed-646c-4689-93af-7c569299281d,142.0,Annually Plan,1,999.0,2021-10-15 09:55:14.151578+00:00,2022-10-15
3980,4a1d0def-548a-4f22-809f-6faca4fcbd18,107.0,Binge Plan,0,749.0,2021-09-13 05:38:24.168966+00:00,2020-12-26
69668,beaa14bf-1ee4-445b-8ead-fecfde90deee,29.0,Vip Plan,1,399.0,2021-11-24 17:48:18.395372+00:00,2022-11-24
162,41619797-509c-417f-9ae6-6ab0fb5a0aed,107.0,Binge Plan,0,329.0,2021-07-29 08:06:46.123668+00:00,2021-02-10
87457,be1d8e92-e82e-4704-9e13-0573823c05fa,25002.0,125 g,1,190.0,2021-12-01 11:17:27.431172+00:00,2021-12-11
35590,8543256e-e95d-4fc0-a2c0-d79ee36de93f,19.0,Half Annually,1,2999.0,2021-11-12 18:03:00.732673+00:00,2022-05-12
9790,13239b30-cf71-4fbe-bbec-98a4d180d0d3,101.0,Liv Premium,0,999.0,2021-10-07 16:25:58.424629+00:00,2021-07-18
88304,755beb6e-471b-4b85-acd6-4ff45a506704,29.0,Vip Plan,1,399.0,2021-12-02 06:32:59.182856+00:00,2022-12-02
81435,f2ec9078-637f-43f7-884a-dbb8f381aecf,121.0,App Subscription: Basic,1,6000.0,2021-11-27 10:11:49.115560+00:00,2022-11-27
74660,9c2a5695-9d98-4466-81c0-4a39f7746002,87.0,Basic Plan,0,499.0,2021-11-25 11:09:37.204698+00:00,2021-11-24
47919,fd0c5fa5-2e48-4a42-a80e-ed1c203b16cb,8.0,3 Months Plan,1,387.0,2021-11-23 10:08:13.491140+00:00,2022-02-23
